day,barri,category,impact,description
2025-04-23,les Corts,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,les Roquetes,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,les Tres Torres,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-30,el Poble-sec,Sporting Event,5,UEFA Champions League - FC Barcelona vs Internazionale (Semifinal)
2025-05-11,"Sant Pere, Santa Caterina i la Ribera",Sporting Event,3,Cursa El Corte Inglés 2025
2025-05-11,el Barri Gòtic,Sporting Event,3,Cursa El Corte Inglés 2025
2025-05-11,l'Antiga Esquerra de l'Eixample,Sporting Event,3,Cursa El Corte Inglés 2025
2025-05-11,la Dreta de l'Eixample,Sporting Event,3,Cursa El Corte Inglés 2025
2025-05-11,la Nova Esquerra de l'Eixample,Sporting Event,3,Cursa El Corte Inglés 2025
2025-06-05,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,5,Primavera Sound 2025 - Day 1
2025-06-05,el Besòs i el Maresme,Concert/Music Festival,5,Primavera Sound 2025 - Day 1
2025-06-06,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,5,Primavera Sound 2025 - Day 2
2025-06-06,el Besòs i el Maresme,Concert/Music Festival,5,Primavera Sound 2025 - Day 2
2025-06-07,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,5,Primavera Sound 2025 - Day 3
2025-06-07,el Besòs i el Maresme,Concert/Music Festival,5,Primavera Sound 2025 - Day 3
2025-06-09,el Poble-sec,Concert/Music Festival,5,Guns N' Roses Concert (Estadi Olímpic)
2025-06-12,el Poble-sec,Concert/Music Festival,4,Sónar Festival 2025 - Day 1
2025-06-12,la Marina del Prat Vermell,Concert/Music Festival,4,Sónar Festival 2025 - Day 1
2025-06-13,el Poble-sec,Concert/Music Festival,4,Sónar Festival 2025 - Day 2
2025-06-13,la Marina del Prat Vermell,Concert/Music Festival,4,Sónar Festival 2025 - Day 2
2025-06-14,el Poble-sec,Concert/Music Festival,4,Sónar Festival 2025 - Day 3
2025-06-14,la Marina del Prat Vermell,Concert/Music Festival,4,Sónar Festival 2025 - Day 3
2025-07-09,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,3,Festival Cruïlla 2025 - Day 1
2025-07-09,el Besòs i el Maresme,Concert/Music Festival,3,Festival Cruïlla 2025 - Day 1
2025-07-10,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,3,Festival Cruïlla 2025 - Day 2
2025-07-10,el Besòs i el Maresme,Concert/Music Festival,3,Festival Cruïlla 2025 - Day 2
2025-07-11,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,3,Festival Cruïlla 2025 - Day 3
2025-07-11,el Besòs i el Maresme,Concert/Music Festival,3,Festival Cruïlla 2025 - Day 3
2025-07-12,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,3,Festival Cruïlla 2025 - Day 4
2025-07-12,el Besòs i el Maresme,Concert/Music Festival,3,Festival Cruïlla 2025 - Day 4
2025-07-12,el Poble-sec,Concert/Music Festival,5,Kendrick Lamar Concert (Estadi Olímpic)
2025-07-19,el Poble-sec,Concert/Music Festival,4,Aitana Concert (Estadi Olímpic)
2025-07-19,la Marina del Prat Vermell,Concert/Music Festival,3,Reggaeton Beach Festival 2025 - Day 1
2025-07-20,la Marina del Prat Vermell,Concert/Music Festival,3,Reggaeton Beach Festival 2025 - Day 2
2025-08-09,el Poble-sec,Concert/Music Festival,5,Blackpink Concert (Estadi Olímpic)
2025-09-11,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Diada Nacional de Catalunya 2025
2025-09-11,el Barri Gòtic,Traditional Festival,4,La Diada Nacional de Catalunya 2025
2025-09-11,el Raval,Traditional Festival,4,La Diada Nacional de Catalunya 2025
2025-09-23,Baró de Viver,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Can Baró,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Can Peguera,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Canyelles,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Ciutat Meridiana,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Horta,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Hostafrancs,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Montbau,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Navas,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Pedralbes,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Porta,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Provençals del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sant Andreu,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sant Antoni,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sants,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sants - Badal,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Sarrià,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Torre Baró,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Vallbona,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Verdun,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Baix Guinardó,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Barri Gòtic,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Bon Pastor,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Carmel,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Clot,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Coll,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Congrés i els Indians,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Fort Pienc,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Guinardó,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Poble-sec,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Poblenou,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Putxet i el Farró,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Raval,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,el Turó de la Peira,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Barceloneta,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Bordeta,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Clota,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Font d'en Fargues,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Font de la Guatlla,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Guineueta,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Marina de Port,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Prosperitat,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Sagrada Família,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Sagrera,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Salut,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Teixonera,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Trinitat Nova,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Trinitat Vella,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Vall d'Hebron,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Verneda i la Pau,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,la Vila de Gràcia,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,les Corts,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,les Roquetes,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-23,les Tres Torres,Traditional Festival,4,La Mercè 2025 - Day 1
2025-09-24,Baró de Viver,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Can Baró,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Can Peguera,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Canyelles,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Ciutat Meridiana,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Horta,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Hostafrancs,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Montbau,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Navas,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Pedralbes,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Porta,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Provençals del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sant Andreu,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sant Antoni,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sants,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sants - Badal,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Sarrià,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Torre Baró,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Vallbona,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Verdun,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Baix Guinardó,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Barri Gòtic,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Bon Pastor,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Carmel,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Clot,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Coll,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Congrés i els Indians,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Fort Pienc,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Guinardó,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Poble-sec,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Poblenou,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Putxet i el Farró,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Raval,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,el Turó de la Peira,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Barceloneta,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Bordeta,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Clota,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Font d'en Fargues,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Font de la Guatlla,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Guineueta,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Marina de Port,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Prosperitat,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Sagrada Família,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Sagrera,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Salut,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Teixonera,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Trinitat Nova,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Trinitat Vella,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Vall d'Hebron,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Verneda i la Pau,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,la Vila de Gràcia,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,les Corts,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,les Roquetes,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-24,les Tres Torres,Traditional Festival,4,La Mercè 2025 - Day 2
2025-09-25,Baró de Viver,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Can Baró,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Can Peguera,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Canyelles,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Ciutat Meridiana,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Horta,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Hostafrancs,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Montbau,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Navas,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Pedralbes,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Porta,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Provençals del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sant Andreu,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sant Antoni,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sants,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sants - Badal,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Sarrià,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Torre Baró,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Vallbona,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Verdun,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Baix Guinardó,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Barri Gòtic,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Bon Pastor,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Carmel,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Clot,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Coll,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Congrés i els Indians,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Fort Pienc,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Guinardó,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Poble-sec,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Poblenou,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Putxet i el Farró,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Raval,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,el Turó de la Peira,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Barceloneta,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Bordeta,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Clota,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Font d'en Fargues,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Font de la Guatlla,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Guineueta,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Marina de Port,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Prosperitat,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Sagrada Família,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Sagrera,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Salut,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Teixonera,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Trinitat Nova,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Trinitat Vella,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Vall d'Hebron,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Verneda i la Pau,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,la Vila de Gràcia,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,les Corts,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,les Roquetes,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-25,les Tres Torres,Traditional Festival,4,La Mercè 2025 - Day 3
2025-09-26,Baró de Viver,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Can Baró,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Can Peguera,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Canyelles,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Ciutat Meridiana,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Horta,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Hostafrancs,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Montbau,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Navas,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Pedralbes,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Porta,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Provençals del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sant Andreu,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sant Antoni,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sants,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sants - Badal,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Sarrià,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Torre Baró,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Vallbona,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Verdun,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Baix Guinardó,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Barri Gòtic,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Bon Pastor,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Carmel,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Clot,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Coll,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Congrés i els Indians,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Fort Pienc,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Guinardó,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Poble-sec,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Poblenou,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Putxet i el Farró,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Raval,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,el Turó de la Peira,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Barceloneta,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Bordeta,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Clota,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Font d'en Fargues,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Font de la Guatlla,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Guineueta,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Marina de Port,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Prosperitat,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Sagrada Família,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Sagrera,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Salut,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Teixonera,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Trinitat Nova,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Trinitat Vella,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Vall d'Hebron,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Verneda i la Pau,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 4
